True,11,8,33,110833.000,5136.2409,N,00106.5682,W,8,47.0,1.21
True,11,8,44,110845.000,5136.2408,N,00106.5688,W,8,47.3,1.21
True,11,13,10,111311.000,5136.2421,N,00106.5691,W,9,48.8,1.04
True,11,27,48,112749.000,5136.2422,N,00106.5695,W,9,49.2,1.03
True,11,29,28,112929.000,5136.2174,N,00106.6477,W,10,44.5,0.9300001
True,11,30,41,113041.000,5136.1617,N,00106.6963,W,10,43.2,0.9300001
True,11,31,33,113134.000,5136.1547,N,00106.7717,W,9,38.1,1.01
True,11,33,4,113304.000,5136.1551,N,00106.7729,W,10,40.1,0.9300001
True,11,33,58,113358.000,5136.1588,N,00106.7021,W,10,44.6,0.9300001
True,11,35,16,113516.000,5136.2202,N,00106.6500,W,10,57.9,0.98
